dots,data
1,0.0
2,0.5625
3,1.06640625
4,1.64520263671875
5,1.253759765625
6,0.3527984619140625
7,0.6225912911551339
8,0.7127348184585571
9,1.067399024963379
10,0.8799997329711914
11,0.8493720563975248
12,0.4592347741127014
13,1.525374948978424
14,1.1174247520310538
15,1.189039671421051
16,0.9102446290198714
17,0.7779946381993154
18,1.6230841018259525
19,0.5658498584832016
20,1.039719358831644
21,0.6727450569825513
22,0.9533936662430113
23,0.9996095241918026
24,1.3608433634508401
25,1.1567427904251963
26,0.8427619343229498
27,0.9457557514154663
28,0.9389772249186146
29,0.7919258636277939
30,1.2581664985511452
31,1.257064299410089
32,0.790563148425008
33,1.1889818046514515
34,0.7702376312475226
35,0.8967513445843777
36,1.2216597147780703
37,0.8975043544011675
38,1.0463087558891857
39,0.9415597598070655
40,0.8155526858899975
41,1.1295461895248835
42,0.9424462064447913
43,1.1192292497303136
44,1.0192738802698758
45,0.8099341345186986
46,1.175889445979959
47,0.9904634088896545
48,0.9681893998613305
49,0.9973114353097859
50,1.0225670521910433
51,0.9745158548086479
52,0.9785738775494442
53,0.9781390418822995
54,0.9752853510614538
55,1.0573413684833048
56,0.919025451415629
57,1.1370865580968854
58,0.9423570916886657
59,1.019693964565889
60,1.0395198405089103
61,0.8781814780042891
62,1.0687897154430175
63,1.0584332069732096
64,0.9949601236116843
65,0.9052785353213818
66,1.0775359908154718
67,0.9943202554251814
68,0.8648293533166191
69,1.2285454511553775
70,0.886462835338838
71,0.9858055472232585
72,0.9607825301869184
73,1.0483739638845686
74,0.9889386492848696
75,1.0286244638352242
76,0.9863322209714595
77,0.941570461514589
78,1.036392577857323
79,0.9917957295548901
80,1.022726023421376
81,0.9855386523800576
82,1.009888062524603
83,1.0283585663257118
84,1.0081941440306943
85,1.023778365545982
86,0.9438423944494576
87,1.0565376031128055
88,0.8548319972534738
89,1.140566472314226
90,0.9500526016390382
91,1.0443219896999347
92,0.910304537394946
93,1.1244041935504983
94,0.912390572468323
95,1.000882246883989
96,0.9603057200550111
97,0.97954158387575
98,1.065783992437622
99,0.9835820678315677
100,1.0094804135794186
101,1.019953618390846
102,0.9706877024454627
103,0.925837154312934
104,1.1563492164423237
105,0.8783409317844793
106,1.0899606747139858
107,1.0452837074146921
108,0.922703795738304
109,1.0592317457185219
110,0.9815161928223279
111,0.9640699177660054
112,1.0251074353451806
113,1.0027843597354504
114,1.0135231020312967
115,0.903382796025733
116,1.0557406910239027
117,1.0369896640472616
118,0.966544269020335
119,0.9583199791600274
120,1.0178289289778597
121,0.9809383326235102
122,1.0139894790927915
123,1.0691267742239114
124,0.8935862690880744
125,1.0458087253424675
126,1.035567857785687
127,0.9794740523491836
128,1.023874892848252
129,0.9586045684673488
130,1.0028299374118421
131,1.0544757341964128
132,0.9159014634111744
133,1.0388325353810544
134,1.0540068120827943
135,0.9511256129871286
136,1.0149099231704743
137,0.9983887437584716
138,0.9520749527498711
139,1.0235969993401888
140,1.0012138036578524
141,1.0312055967198241
142,0.9956200366866987
143,0.9727782366795216
144,0.9935795233676736
145,1.039388992715044
146,1.0094937553279884
147,0.903699221891769
148,1.0569715379894198
149,1.0068970755505666
150,1.001886361136341
151,0.9775072838265376
152,1.032098259651277
153,1.0088476611253738
154,0.9946127665540461
155,1.0108631772927719
156,0.9561273553841144
157,1.056128509988332
158,0.9471073464305941
159,1.0150277068017433
160,1.0397771452615552
161,0.9909551294930847
162,0.9548084037860366
163,1.0423215131175367
164,0.9798447642085824
165,1.0013345300311753
166,0.998644459096153
167,0.9920178928880864
168,0.9946527542241318
169,0.9935118224201757
170,1.0110922284474524
171,1.0114882003567711
172,0.9827848313217252
173,1.0483657759816087
174,0.9183082574786485
175,1.044301112933243
176,0.9967206200999779
177,0.9912855407134178
178,1.0213838376183335
179,0.9816678208201698
180,1.0148398077321017
181,1.0194245567621378
182,1.0066425168168687
183,0.9639448078596581
184,1.00999074279594
185,1.0162824432491675
186,0.9747155587058371
187,1.0488004245958107
188,0.9403690050942489
189,1.025122318669205
190,0.9943563241302324
191,1.006885719971873
192,0.9978497735502083
193,0.9925583653421557
194,0.9870172670989137
195,0.9696003615564167
196,1.0449888152757567
197,1.0386887720020148
198,0.9551176075273844
199,1.0071159379253631
200,0.9974902800938764
201,1.0245947487070866
202,0.9946614224572303
203,0.956460185667602
204,0.9649617411325951
205,1.0215958387581472
206,1.0222265907541852
207,0.9869634858661351
208,1.0371515473318857
209,1.0106824986269682
210,0.947642024692888
211,1.0237486868481773
212,1.0350675771677944
213,0.9662388519089793
214,1.0149978516215838
215,1.0149025389023125
216,0.9693622393141131
217,1.0231091299180521
218,0.9787844213506309
219,1.0001170880491554
220,1.0194756021050746
221,0.976731488568016
222,1.0069789667425562
223,1.0435264743165409
224,0.9687639410248446
225,0.9636512417472947
226,1.0464596119614344
227,0.9633044248823682
228,1.0036215632644496
229,0.9975136900418647
230,1.0011256175968477
231,0.9701216885611117
232,1.0325837851984436
233,1.0149777266688507
234,0.9689181414192639
235,0.9970231148114193
236,1.02853600424848
237,1.0328835529667086
238,0.9682651624866194
239,1.0042618270158605
240,1.0050268551625057
241,0.990485942641627
242,0.9957203344140108
243,0.9970211306663547
244,1.0199739274085755
245,0.9820888145547013
246,0.9679429206994666
247,1.031711450509746
248,0.9969924497488001
249,1.007085205465739
250,1.0413660137020992
251,0.9359531959400308
252,1.0200811880683804
253,0.9951935830879258
254,0.9901532034578713
255,1.042116483780124
256,1.0041387906851482
257,0.9672522573086414
258,1.0101968061941473
259,0.9957069358999746
260,0.9718297934904018
261,1.0531447299356294
262,0.9606495981027454
263,1.0014465026174317
264,1.0077846602210008
265,0.9716188301158245
266,1.0310350470770915
267,1.0170684393844627
268,0.9816954859751672
269,1.0014697178073628
270,1.0028649430884617
271,1.0075293633899705
272,0.994193836902075
273,0.9755585912113404
274,1.0176285305454602
275,1.001397228320273
276,0.9916713278355825
277,1.0081827812743704
278,0.9905261705816573
279,1.005692776115552
280,1.0377975919869076
281,0.9902511006493145
282,0.9786816134537061
283,0.9863741938352872
284,1.0027607928946625
285,0.9711238329933571
286,1.012880563680596
287,1.0290884279456596
288,1.0234159490267778
289,0.9698285964047019
290,0.9917868995545256
291,0.9939061389025033
292,1.0141704126236386
293,0.999205666100496
294,1.0112135010051302
295,0.9831235891761343
296,0.9754862368878402
297,1.0451305505359574
298,0.9807347689745145
299,1.0123593163861793
300,0.9983051807576362
301,0.985452974240987
302,1.0090821163116206
303,0.9981165045683558
304,0.990006830234436
305,1.0153054411014348
306,1.0053892302272998
307,0.9881667753931095
308,1.0068465401354618
309,1.0143438176010462
310,0.9787323156885115
311,0.9924349104914006
312,1.0181512440375837
313,1.0078879285962026
314,1.0113154531140447
315,0.9817025120499773
316,1.0052454878498343
317,0.9948303908814546
318,0.9920210049765875
319,1.0036783209746143
320,0.9875187115166986
321,0.9928923575642091
322,1.0140633898662867
323,1.009187429770064
324,0.974874404054818
325,1.0229581070257612
326,1.0073006319106326
327,0.9856202064876903
328,0.9953181867496854
329,1.0006088217734062
330,1.0083655733153996
331,0.993362985158854
332,0.977910546107074
333,1.0295867818894882
334,1.0068194875467735
335,1.0033925097738476
336,0.9902516034621967
337,1.0077096547930726
338,0.9700594685106514
339,1.0290806500565066
340,1.0172687831966456
341,0.9629432255101146
342,1.0028855451716059
343,0.9770102122541171
344,1.049884405807964
345,0.9923387496124048
346,0.9870024949287768
347,1.003018199917819
348,0.9852423952847975
349,1.0076342225382013
350,1.0220470507528436
351,1.006237143223707
352,0.9832087571836635
353,0.9746079220483435
354,1.0209396781420996
355,1.013358939718066
356,0.9929875516872845
357,0.9981223428455375
358,0.9846595613165152
359,1.0238810798073723
360,0.9553646426330442
361,1.0232165348101014
362,0.9919100738283007
363,1.0247833687728218
364,0.9784125399573789
365,0.9865579119298346
366,1.0199851888108182
367,1.0153421796676645
368,1.0010879346203527
369,0.9711246548448504
370,1.0136482043014672
371,0.9816826176624059
372,1.0156640730458435
373,1.005824892764228
374,1.0112058709191631
375,0.9871439660763744
376,0.9951973269197121
377,1.0054838208433603
378,0.9776063877365568
379,1.0227889691049992
380,1.0047779138243256
381,0.9907453661388141
382,0.9930872122531027
383,1.00654537345266
384,1.021104712076689
385,0.9916239097835905
386,0.9942580541999835
387,0.9940984685806799
388,1.0053886907609568
389,1.0218373256025342
390,0.9682828727377246
391,0.9993917534925257
392,0.9992377317832076
393,0.9937718387672808
394,1.0161769365496656
395,0.9912158768835082
396,0.9872738318933199
397,1.014362573664509
398,1.013256332506338
399,1.0072396633410352
400,0.9958240424602748
401,0.978384352693071
402,1.0137879557241605
403,0.9819853585231364
404,1.039120765136496
405,0.9792250087844352
406,0.9976490442997007
407,1.018076101539007
408,0.9617263641705269
409,1.0341910117465904
410,0.9805147167375946
411,1.0109890731685476
412,0.9975604514006402
413,1.00198697707568
414,0.9943173446998745
415,1.0040949515305342
416,1.0135069049126473
417,0.9815232096203592
418,1.0018613422837204
419,0.9973148365040025
420,1.0059411588381015
421,0.9967868641089178
422,1.0017418792072499
423,0.9813586653763664
424,1.030676309676944
425,0.9803419053283078
426,1.0194048617372302
427,0.9841361685898752
428,0.9971337873152426
429,0.988767866742376
430,1.0268426632043737
431,0.9906133330057051
432,0.9893863327941462
433,1.0123751089484252
434,0.9958168599281356
435,1.0011559647431438
436,1.0073429018336326
437,1.0040328497136604
438,0.9836292773348174
439,1.0010808415587018
440,1.0065315283842167
441,1.0061243792950683
442,0.9649313989780434
443,1.010019860765193
444,1.0256717057292706
445,0.9976508177532722
446,0.9937980614515165
447,1.0036386606195309
448,1.004958197118778
449,0.9966728381434528
450,0.9970886497052142
451,1.006100126430146
452,0.9956979977805077
453,0.9959731443612057
454,1.0006793482481582
455,1.0025134642517817
456,1.002736604232675
457,0.9946501142624254
458,1.013476324262149
459,0.990691415624476
460,0.9709843383683727
461,1.0276567707442616
462,0.9943793948580241
463,1.0148797123403899
464,0.9911362548911377
465,0.9815139182691683
466,1.0105411433715963
467,0.9966653269550018
468,1.0088269821019702
469,1.0012831561067148
470,0.9887899896322933
471,1.0156077294562234
472,0.9774250245730828
473,1.0071477246860976
474,1.0083430833540508
475,1.0001428458014636
476,1.0018639209889828
477,0.9994916564119454
478,1.0015436049036024
479,0.9954079333763816
480,0.9926497828702293
481,1.0255037319625286
482,0.9687910746836005
483,1.0125604420569185
484,0.9904139277990935
485,1.014054516737826
486,0.9963998104583476
487,0.9831033280260313
488,0.9971821934620462
489,1.0090754707774114
490,1.0174634469266675
491,0.9936873046079824
492,1.0014448128147018
493,0.9952997005887873
494,1.0039108338271052
495,0.9902576919568983
496,1.010580794685318
497,1.005919943438156
498,0.9856662566277031
499,1.0033044754622655
500,1.0069308579956597
501,0.9971493499240905
502,1.0117512619094986
503,0.9895920879176009
504,1.0041806792312598
505,0.9938150622319398
506,0.9835153128747084
507,1.0161588671487345
508,0.9951628168723413
509,1.01110525161058
510,0.991454826336916
511,0.9981564552008981
512,1.0050243692861576
513,0.9942830032475408
514,1.004465004785012
515,1.0124278680462881
516,0.9768753958482564
517,1.0107725184032847
518,1.0121106013302303
519,0.9876431871908623
520,1.004519475659719
521,0.9993787967592956
522,0.9880985342649551
523,1.0192494759537385
524,0.9720882224655122
525,1.0120281320884104
526,1.0099450692616958
527,1.0049664756335281
528,0.9886541040695265
529,0.9945812069403283
530,1.0199164074221694
531,0.9851284801921127
532,1.023977876808366
533,0.9854489730938671
534,0.9896388673415337
535,0.9914983562190963
536,0.9997054967997305
537,1.0036410462676604
538,1.0030654773847156
539,1.0118370402591543
540,0.991037625602727
541,1.0026519950748052
542,0.9968594675932614
543,1.007592969321049
544,1.0113445908483523
545,0.9732424647621126
546,1.0259576449737897
547,0.9851745100558918
548,1.0088036650820809
549,0.9878155603178216
550,1.0006714347301735
551,1.0184887622256775
552,0.9694401471783475
553,1.0164734275454055
554,0.9981979874470024
555,1.001358668827233
556,0.992492440785251
557,1.00745212604926
558,0.9942255389915795
559,0.9938416206652968
560,1.0171195252565004
561,1.0006126702513833
562,0.9945562839513191
563,1.010096747009349
564,0.9902942038289773
565,0.9965663979990962
566,0.9882067104156438
567,1.0194322045331383
568,0.9968404923427728
569,1.0019883332006425
570,0.9773754425312267
571,1.0251997978746572
572,0.9893608725771816
573,0.9929827422292999
574,1.006348495671738
575,1.0089967230441135
576,0.9910489483145324
577,1.0041963388216364
578,1.0016825460802332
579,0.9871252842327115
580,0.9972743467028916
581,1.0130651698711304
582,1.001095432854613
583,0.9979756218957478
584,0.9947321994639763
585,0.9978427288529361
586,1.0073467133384555
587,1.0030915789123125
588,1.0084126740173134
589,0.985452562263744
590,0.9992926991212523
591,1.0040943293906266
592,1.0025940660872992
593,1.002499901565066
594,1.008920116415232
595,0.9881587654382553
596,0.9867264094551232
597,1.0048608091786912
598,1.0113534806274964
599,1.0052504879459332
600,1.0042854791238438
601,0.9895055490537535
602,0.9972206839479034
603,1.000662570757025
604,1.0038857198360494
605,0.9914478157717481
606,0.9992977908202625
607,1.004852918749922
608,0.9922513817773542
609,1.0028250843534527
610,1.0029947357499163
611,0.9961981192586793
612,1.0083751573043243
613,0.998305099720766
614,1.0048534763421406
615,0.9801099224809334
616,1.0040146350860684
617,0.9999130772828141
618,1.0152396939644601
619,0.9947040216002095
620,0.9964126766092785
621,1.0041060504972994
622,1.0068364911569507
623,0.9858059978025135
624,0.9936426060502163
625,1.0125763312364642
626,1.001547675274355
627,0.9960605078359811
628,1.0017885968999773
629,1.0042170465052989
630,0.9985526336324936
631,0.9963393541656906
632,1.0045081578534782
633,1.0065342271586637
634,0.9769249651398257
635,1.028879215018472
636,0.9763977373079975
637,1.002155362039312
638,1.0120909919639558
639,1.006306257473596
640,0.9871280227062549
641,0.9982612002925446
642,1.0025384241140929
643,1.0084972344654193
644,0.9845092728673407
645,1.0185450281647757
646,0.9850937266249549
647,1.0006458703126853
648,0.9994716757836619
649,1.0019442113879866
650,1.0009850723759652
651,1.0000429972551832
652,0.9996867616014328
653,1.0057241378960744
654,0.9955248307019234
655,0.9982023720151633
656,1.0055330816767238
657,1.0034634704567338
658,0.9907802966039255
659,0.994265260134587
660,1.0034784200662488
661,1.0057358281871351
662,0.9974348805185658
663,0.9896403889214322
664,0.9979797760584341
665,1.0054932785829866
666,1.0083125814921825
667,0.9976976235666103
668,0.9973446697344587
669,1.005241294448704
670,0.9895523004872815
671,1.0002658777498656
672,1.0070677953425338
673,1.0105504854320124
674,0.9780318060178778
675,1.0134799345343712
676,1.008973740641184
677,0.989743511014356
678,1.0058705065535891
679,0.9945027166482773
680,1.0094657004463987
681,0.9961446387065809
682,1.0021969186762987
683,0.99574468438562
684,0.9951760362007562
685,1.0014150497759982
686,0.991232171555156
687,1.0073291058407254
688,0.999346793515161
689,0.9962649526057079
690,1.0036765569107267
691,1.0029724761015275
692,0.9965475711599103
693,1.0037204599478917
694,0.9975800194256023
695,0.9987320769600924
696,1.0039913275536485
697,0.9959522077659492
698,0.9890780353634492
699,1.0171258013589852
700,1.0030324464677782
701,0.9949764323350746
702,1.000846153480356
703,1.0007640713536983
704,1.0066330948553215
705,0.9860404122228118
706,1.005973497506092
707,1.0063542368748768
708,0.9957622232445114
709,0.9820237073924001
710,1.0125554647498884
711,0.9991551271298719
712,1.0028422187687027
713,0.9879576750150427
714,1.0127863116687121
715,0.9966317196267145
716,1.0032807812865827
717,1.0005825220891835
718,0.9991418094249278
719,1.0081187741299
720,0.9942137439551435
721,0.9871720671635725
722,1.0173020504788104
723,0.9933768820580543
724,0.9986220435918118
725,1.0076204902945232
726,0.9897836057130996
727,1.002546556158395
728,1.009827872738026
729,0.9904743276653598
730,1.0004327881418908
731,1.0058476602028343
732,0.9924008723234676
733,1.0019066526075369
734,1.003051018895799
735,0.9904406189096254
736,1.006998568579155
737,0.9890408900281642
738,1.0115459371256594
739,1.0057597755474643
740,0.9942750334067608
741,1.0030842498730417
742,1.0023182243947881
743,1.0038756867444643
744,1.0000937885799748
745,0.9902375042064003
746,1.0003358330032408
747,0.997740366194709
748,0.9945324488982213
749,0.9965653973824807
750,1.0084218894406298
751,1.005554305066041
752,0.9911054697256072
753,0.9957930359344471
754,1.0128172658303665
755,0.9959455736452097
756,1.0076942948070993
757,0.9917112009562385
758,0.9900360248507275
759,1.0072276389120698
760,1.0013047251663116
761,1.0000562065207157
762,1.0144680701102469
763,0.9882813751539032
764,0.9932532287718462
765,1.0057460440611468
766,1.0082890182187187
767,0.9994525551532752
768,0.995633824178646
769,1.0063565434861936
770,0.9919196512632714
771,0.9918564604955198
772,1.0065122023846655
773,1.0127424171497137
774,0.9866521526854173
775,0.9993967528745658
776,0.9936359013813824
777,0.9989050627962468
778,1.0095568056681987
779,1.0067033989505514
780,0.9925694541528162
781,1.0051739813394636
782,0.9866279412581161
783,0.9991607138554138
784,1.0139400922640653
785,1.000289362634434
786,1.0049958542119388
787,0.9903102889371908
788,1.0116961576288004
789,0.99240004818354
790,0.9972090027361429
791,0.9963290246575661
792,1.0040143710230949
793,0.9969778030998997
794,1.004001168055235
795,0.9940642381662728
796,0.9980094714129469
797,0.9970445242771158
798,1.0188045458694177
799,0.9893884660436327
800,0.9937253161090402
801,1.006833587349352
802,1.0090136280144582
803,0.9916084535605258
804,0.9986387185527376
805,1.000037824012465
806,0.9935907444526579
807,1.0144031792667632
808,0.9918649427054721
809,0.9968464226332736
810,1.0019508118947387
811,0.9967173820073459
812,1.0000201142838911
813,0.9973672783270415
814,1.0126052388407312
815,0.9975569373812041
816,0.9952458478378581
817,0.9994067412161369
818,0.9970343869032623
819,0.9954398863587387
820,1.006324241900595
821,0.9991354387080319
822,1.0160136718797095
823,0.9868940547201632
824,1.0012582915775041
825,1.0075356042554235
826,0.9910443336956958
827,1.0043447916923702
828,1.003481840492933
829,0.9934154179973774
830,1.005161139385849
831,0.9927778420232052
832,1.0061714791424463
833,0.9960613313538447
834,1.0026327796332355
835,1.003613895424478
836,0.9971979145299938
837,0.9975102057836044
838,1.0047074397603284
839,0.995997697655365
840,0.9982134917890217
841,0.9937938312877845
842,1.0055369556944238
843,0.9985117724550334
844,1.00294772228617
845,0.9969302053879873
846,1.0025203875315747
847,0.9943031428554536
848,1.0023474457057435
849,1.0058191776056549
850,1.0085538189501337
851,0.9915267084602597
852,1.0049501499995719
853,0.9983443096761924
854,0.9901620910619287
855,1.0106769881638795
856,0.9920754185521093
857,1.002021401402868
858,1.0001609116010663
859,0.9982041422445279
860,0.9961429058869705
861,0.99878933578506
862,1.0057565938870072
863,1.0112292875442719
864,0.993756133959441
865,0.9926782031175481
866,1.0022980492727505
867,1.0065726864726485
868,0.996659803514432
869,0.9980558130988509
870,0.9942753735113697
871,0.995590767833371
872,0.9974713454133269
873,1.0118275352857444
874,0.9988526603321686
875,0.9959859245960879
876,1.0032095645842078
877,1.0025145545256537
878,0.9978465986643875
879,0.9989668092467707
880,1.0056250797477564
881,0.9971053600619658
882,0.9988922397860277
883,0.9982299812179872
884,1.004321670927613
885,0.9985690059434577
886,1.0089853589491378
887,0.9937625901271673
888,0.9980362315200899
889,0.9961402636536684
890,1.002530524146683
891,1.0018652821236533
892,0.9951295425319223
893,1.0012850283910797
894,1.0019723710608772
895,0.9985655081771595
896,1.0046043062725476
897,0.9995783750063285
898,1.0015232037062667
899,0.9968448312259983
900,1.0005379703435562
901,0.9969335111680049
902,1.0098490796485686
903,0.9920154674206986
904,1.0015390543122964
905,1.0054530305573268
906,0.9927396749814976
907,1.000705474844848
908,0.990673576175124
909,1.0127501342467082
910,0.9959347300535561
911,1.0075450957484238
912,0.9931022201892514
913,0.9973985017965777
914,1.003986310959198
915,0.9973836519141472
916,1.0095310183419728
917,0.9845026504019564
918,1.008432567481803
919,0.9966502325912544
920,1.0017040150700125
921,1.002876055921647
922,0.9959600197880919
923,1.0064513755222524
924,0.9986779141835891
925,0.9961894383797653
926,1.0079869590049502
927,0.9939703096716236
928,1.007740929813644
929,0.9835684910712428
930,0.9987627366640697
931,1.0016287938529889
932,1.0097405129751105
933,0.9961972072521654
934,1.002607903142505
935,1.0070518626151144
936,0.989780992988234
937,0.998581975455868
938,0.9981206131111428
939,1.0046071941104473
940,1.001070322940102
941,0.9957533147295637
942,1.001039065991685
943,1.0027407218996094
944,1.0070621497791061
945,0.9883533221064296
946,1.0022548879909385
947,0.9919818838284429
948,1.0076067739187469
949,0.9986413275991118
950,0.9944550090232587
951,1.005763595405587
952,1.0027712307149332
953,1.0007273291376158
954,0.9997262716107976
955,1.0028252783574725
956,0.9971441546559866
957,0.9988537104849268
958,1.0033090135280458
959,0.9974028125536746
960,1.0048982750048479
961,0.9988893366356576
962,0.9922564542713513
963,0.9973473198226284
964,1.0158035596749657
965,0.999088652040984
966,0.9917593814315193
967,0.9984156890410735
968,0.9998957557984341
969,1.0011968045441688
970,1.0000497422812606
971,0.9962921012633842
972,0.9960700485059959
973,1.01112910304464
974,0.9962821238955539
975,1.00216387216794
976,0.9981480919446885
977,0.9920429494416849
978,1.0087608543375155
979,0.9995862766011178
980,1.0018905998906944
981,0.9977248074646531
982,0.9994267232396309
983,1.0002786778997863
984,0.9918050844949483
985,1.007575850062023
986,1.0006336379172465
987,0.9995234748962457
988,1.002436493399075
989,0.9991180288388702
990,0.9928481827353317
991,1.0153847753561498
992,0.9927402118360971
993,0.9907034653186969
994,0.9994997140936576
995,1.00825237241187
996,0.9985989128075983
997,1.0002841951425703
998,0.997496451739876
999,1.0042502506812907
1000,0.9919956950178523
1001,1.0090219077185287
1002,0.9973057012859083
1003,1.0107383209926248
1004,0.984276363567132
1005,1.0145195163551777
1006,0.9865857320622342
1007,1.0092198934541807
1008,1.00043395778695
1009,0.9884842367818476
1010,1.0081232259510167
1011,0.9931055707990849
1012,1.0034686687650909
1013,0.9990819251004583
1014,1.0049680036625406
1015,0.9993569531203985
1016,0.9997898644021534
1017,1.0022766673276098
1018,0.9959245147030498
1019,1.00189047832575
1020,1.0036841400127725
1021,0.9923196321315533
1022,1.0052549182624042
1023,0.9993738167995186
1024,1.003713504920929
1025,0.9925061303537008
1026,1.0048008319957946
1027,0.9964971837699385
1028,0.9968532238027663
1029,1.0108120405399308
1030,0.9927241592288685
1031,0.9990862041074878
1032,0.9994673820311206
1033,0.9958417453900136
1034,1.0064721178582527
1035,1.0048374551499724
